,file_,defect_status
60,puppet-manifests/modules/fuel_project/manifests/apps/mirror_rubygems.pp,1
61,puppet-ssh/manifests/params.pp,1
62,puppet-ssh/manifests/server/configline.pp,0
63,puppet-manifests/modules/pxetool/manifests/master.pp,1
64,puppet-manifests/modules/fuel_project/manifests/common.pp,1
65,puppet-manifests/modules/jenkins/manifests/swarm_slave.pp,1
66,puppet-concat/manifests/setup.pp,1
67,puppet-manifests/modules/tpi/manifests/vmware_lab.pp,1
68,puppet-manifests/modules/fuel_project/manifests/apps/partnershare.pp,1
69,puppet-manifests/modules/ssh/manifests/ldap.pp,1
70,puppet-manifests/modules/fuel_stats/manifests/collector.pp,1
71,puppet-manifests/modules/jenkins/manifests/slave.pp,1
72,puppet-manifests/modules/landing_page/manifests/params.pp,1
73,puppet-manifests/modules/fuel_stats/manifests/migration.pp,1
74,puppetlabs-openstack/manifests/auth_file.pp,0
75,puppet-manifests/modules/zabbix/manifests/frontend.pp,0
76,puppet-manifests/modules/fuel_project/manifests/nailgun_demo.pp,1
77,puppet-ssh/manifests/server/service.pp,1
78,puppet-manifests/modules/fuel_project/manifests/roles/zabbix/server.pp,1
79,puppet-manifests/modules/puppet/manifests/params.pp,1
80,puppet-manifests/manifests/site.pp,1
81,puppet-manifests/modules/fuel_project/manifests/jenkins/slave/custom_scripts.pp,0
82,fuel-plugin-external-ceph/deployment_scripts/puppet/modules/external_ceph/manifests/conf.pp,0
83,puppetlabs-openstack/manifests/test_file.pp,0
84,fuel-plugin-vxlan-vlan-7/deployment_scripts/configure-ml2-controller.pp,1
85,puppet-manifests/modules/fuel_project/manifests/devops_tools/lpupdatebug.pp,1
86,puppetlabs-openstack/manifests/controller.pp,1
87,puppet-manifests/modules/fuel_project/manifests/puppet/master.pp,1
88,puppet-manifests/modules/jenkins/manifests/master.pp,1
89,fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/params.pp,0
90,puppet-kafka/manifests/init.pp,1
91,roles/manifests/openstack/pmlc_controller.pp,0
92,puppet-kafka/manifests/mirror.pp,0
93,fuel-plugin-standalone-ceph/deployment_scripts/modules/ceph_override/manifests/ceph/enable_rados.pp,0
94,puppet-manifests/modules/ssh/manifests/banner.pp,0
95,puppet-concat/spec/fixtures/manifests/site.pp,0
96,puppetlabs-openstack/manifests/glance.pp,0
97,fuel-plugin-etckeeper/deployment_scripts/etckeeper_commit.pp,1
98,puppet-manifests/modules/fuel_project/manifests/roles/mailman.pp,0
99,puppetlabs-openstack/manifests/all.pp,1
100,fuel-plugin-celebrer/deployment_scripts/puppet/manifests/keystone.pp,0
101,puppet-manifests/modules/jenkins/manifests/params.pp,1
102,puppetlabs-openstack/manifests/compute.pp,1
103,puppet-manifests/modules/zabbix/manifests/params.pp,1
104,puppetlabs-cinder/manifests/params.pp,1
105,puppetlabs-cinder/manifests/volume.pp,0
106,puppetlabs-openstack/tests/cloudcontroller.pp,0
107,puppet-manifests/modules/fuel_project/manifests/apps/mirror.pp,1
108,puppet-manifests/modules/fuel_stats/manifests/analytic.pp,1
109,puppetlabs-openstack/manifests/keystone.pp,1
110,puppet-ssh/manifests/server/install.pp,0
111,puppet-ssh/tests/init.pp,0
112,puppetlabs-openstack/examples/site.pp,1
113,puppet-manifests/modules/fuel_project/manifests/roles/blackduck/server.pp,0
114,puppetlabs-cinder/manifests/base.pp,0
115,puppetlabs-cinder/manifests/scheduler.pp,0
116,profiles/manifests/puppet/agent.pp,0
117,puppet-manifests/modules/log_storage/manifests/storage/nginx.pp,1
118,fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/keystone/auth.pp,0
119,pmlc_neutron/manifests/server/service.pp,0
120,puppet-manifests/modules/fuel_project/manifests/roles/docs.pp,1
121,puppet-manifests/modules/ssh/manifests/params.pp,1
122,solar-resources/resources/node_network_puppet/1.0.0/actions/run.pp,0
123,puppet-manifests/modules/etherpad_lite/manifests/webapp.pp,0
124,puppet-manifests/modules/venv/manifests/init.pp,1
125,puppet-manifests/modules/fuel_project/manifests/mongodb.pp,0
126,puppetlabs-horizon/manifests/params.pp,0
127,puppet-manifests/modules/puppet/manifests/master.pp,1
128,puppet-manifests/modules/log_storage/manifests/storage/zabbix.pp,1
129,fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/db.pp,0
130,fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/init.pp,0
131,puppet-manifests/modules/fuel_project/manifests/roles/storage.pp,0
132,puppet-haproxy/spec/fixtures/manifests/site.pp,0
133,puppet-manifests/modules/uwsgi/manifests/params.pp,0
134,puppetlabs-cinder/manifests/client.pp,0
135,puppet-kafka/manifests/server/jmxtrans.pp,1
136,puppet-manifests/modules/fuel_project/manifests/roles/perestroika/publisher.pp,0
137,puppetlabs-openstack/manifests/horizon.pp,0
138,puppet-manifests/modules/fuel_project/manifests/apps/updates.pp,1
139,puppet-manifests/modules/fuel_project/manifests/jenkins/slave.pp,1
140,fuel-plugin-external-ceph/deployment_scripts/puppet/modules/external_ceph/manifests/volumes_ephemeral.pp,0
141,puppet-manifests/modules/fuel_project/manifests/apps/lodgeit.pp,0
142,puppet-manifests/modules/fuel_project/manifests/devops_tools.pp,0
143,puppet-manifests/modules/devopslib/manifests/ssl_certificate.pp,0
144,puppet-manifests/modules/fuel_project/manifests/lab_cz.pp,1
145,puppet-manifests/modules/fuel_project/manifests/znc.pp,0
146,fuel-plugin-standalone-ceph/deployment_scripts/mon.pp,1
147,puppet-haproxy/manifests/config.pp,1
148,fuel-plugin-celebrer/deployment_scripts/puppet/manifests/ha.pp,1
149,puppetlabs-horizon/spec/fixtures/manifests/site.pp,0
150,puppet-manifests/modules/fuel_project/manifests/apps/mirror_pypi.pp,1
151,puppet-manifests/modules/ssh/manifests/authorized_keys.pp,1
152,puppet-manifests/modules/log_storage/manifests/logstash.pp,1
153,puppet-concat/manifests/init.pp,1
154,puppet-manifests/modules/transmission/manifests/daemon.pp,0
155,puppet-manifests/modules/uwsgi/manifests/init.pp,1
156,puppetlabs-cinder/manifests/setup_test_volume.pp,0
157,puppetlabs-cinder/manifests/db/mysql.pp,0
158,fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/agent.pp,0
159,puppetlabs-cinder/manifests/api.pp,0
160,puppet-manifests/modules/venv/manifests/venv.pp,1
161,puppet-manifests/modules/gerrit/manifests/init.pp,1
162,puppet-manifests/modules/jeepyb/manifests/init.pp,1
163,puppet-manifests/modules/fuel_stats/manifests/db.pp,1
164,puppet-manifests/modules/docker_registry/manifests/init.pp,1
165,puppet-manifests/modules/gerrit/manifests/hideci.pp,1
166,pmlc_nova/manifests/init.pp,1
167,puppet-manifests/modules/fuel_stats/manifests/dev.pp,1
168,puppet-manifests/modules/puppet/manifests/facter.pp,1
169,puppet-manifests/modules/zabbix/manifests/agent.pp,1
170,puppet-manifests/modules/racks/manifests/webapp.pp,1
171,puppet-kafka/manifests/server.pp,1
172,puppet-module-keepalived/manifests/instance.pp,0
173,puppet-manifests/modules/fuel_project/manifests/web.pp,0
174,puppet-manifests/modules/lodgeit/manifests/database.pp,0
175,puppet-manifests/modules/fuel_project/manifests/tpi/server.pp,0
176,puppet-manifests/modules/fuel_project/manifests/jenkins/slave/infra.pp,0
177,puppet-manifests/modules/log_storage/manifests/logstashforwarder.pp,0
178,puppet-manifests/modules/obs_server/manifests/init.pp,0
179,puppet-concat/manifests/fragment.pp,1
